0;0;13;16;24;0;0;0;0;*;*;0;0;*;*;1.jpg
0;8;0;16;24;0;0;0;0;*;*;0;0;*;*;1.jpg
4;0;0;16;24;0;0;0;0;0;0;0;0;no;no;1.jpg
0;8;0;16;24;0;0;0;0;0;0;0;*;no;*;1.jpg
3;0;0;16;24;0;0;0;0;0;0;0;0;no;no;2.jpg
3;0;0;16;24;0;0;0;0;0;0;0;0;no;no;2.jpg
3;0;0;16;24;0;0;0;0;0;0;0;0;no;no;2.jpg
3;10;0;16;24;0;0;0;0;0;0;0;0;no;no;2.jpg
3;0;0;16;24;0;0;0;0;0;0;0;0;no;no;2.jpg
3;0;0;0;0;0;0;0;0;0;0;0;0;no;no;3.jpg
3;0;13;22;24;29;0;0;*;39;*;0;0;yes;*;4.jpg
1;0;0;16;*;*;0;*;0;0;0;0;*;*;*;5.jpg
0;8;0;16;0;0;0;0;0;0;0;0;0;no;no;6.jpg
3;0;13;16;24;0;0;0;0;*;0;0;0;*;no;7.jpg
*;*;13;16;24;0;0;0;0;39;38;0;0;yes;yes;8.jpg
0;8;0;16;*;*;*;*;*;*;*;*;*;*;*;9.jpg
3;0;13;16;*;*;0;*;*;*;*;0;*;*;*;10.jpg
3;*;13;16;*;*;*;*;*;*;*;*;*;*;*;12.jpg
*;0;13;16;24;0;0;0;0;39;38;0;0;yes;yes;13.jpg
0;7;0;16;*;*;0;*;0;0;0;0;0;*;no;14.jpg
0;0;12;16;*;*;*;*;*;*;*;*;*;*;*;15.jpg
*;*;13;16;*;0;0;0;0;0;0;0;0;no;no;16.jpg
0;11;0;20;0;0;0;0;0;0;0;0;0;no;no;17.jpg
3;0;13;16;25;0;0;36;0;0;38;0;0;yes;yes;18.jpg
0;8;0;16;*;0;0;0;0;0;0;0;0;no;no;19.jpg
*;*;13;16;25;0;0;0;0;*;0;0;42;yes;yes;20.jpg
*;*;13;16;24;0;0;0;0;0;0;0;0;no;no;21.jpg
*;0;12;16;*;0;0;0;0;0;0;0;0;no;no;22.jpg
*;0;12;16;*;0;0;0;0;0;0;0;0;no;no;22.jpg
0;0;12;16;*;0;0;0;0;0;0;0;0;no;no;22.jpg
0;11;0;16;24;0;0;0;0;0;0;0;0;no;no;23.jpg
*;*;12;16;*;*;*;0;*;*;*;0;0;*;*;24.jpg
0;8;0;16;24;0;0;0;0;0;0;0;0;no;no;25.jpg
0;0;12;16;*;0;0;0;0;0;0;0;0;no;no;26.jpg
0;8;0;16;24;0;0;0;0;0;0;40;0;no;yes;27.jpg
0;8;0;16;24;0;0;0;0;0;0;40;0;no;yes;27.jpg
3;0;13;16;*;0;0;*;*;0;0;0;*;*;*;28.jpg
*;*;13;16;24;0;0;0;0;0;0;0;0;no;no;29.jpg
3;0;0;16;24;0;0;34;0;0;0;0;0;yes;no;30.jpg
*;*;13;16;24;0;0;0;37;39;0;0;0;yes;no;31.jpg
0;8;0;16;24;0;0;0;0;0;0;40;0;no;yes;32.jpg
*;*;12;16;*;*;*;*;*;*;*;*;*;*;*;33.jpg
3;0;0;20;*;*;0;0;0;0;0;0;0;no;no;34.jpg
3;0;13;20;*;*;0;0;0;0;0;0;0;no;no;34.jpg
*;*;13;16;*;*;*;*;*;*;*;*;*;*;*;36.jpg
0;7;0;16;*;*;0;*;0;0;0;0;*;*;*;37.jpg
0;11;0;16;24;0;0;0;0;0;0;0;0;no;no;38.jpg
0;11;0;20;*;0;0;0;0;0;0;0;0;no;no;39.jpg
0;11;0;20;0;0;0;0;0;0;0;0;0;no;no;40.jpg
3;0;12;*;*;*;0;0;0;0;0;*;0;no;*;41.jpg
3;0;12;16;24;0;0;0;0;0;0;0;0;no;no;42.jpg
*;*;13;16;*;*;0;0;0;0;0;0;0;no;no;43.jpg
*;*;13;20;24;0;0;0;0;39;0;0;0;yes;no;44.jpg
*;*;13;20;24;0;0;0;0;39;0;0;0;yes;no;44.jpg
*;*;12;20;24;0;0;34;0;39;0;0;0;yes;no;44.jpg
*;*;13;16;24;0;0;0;0;*;0;0;0;*;no;44.jpg
3;0;0;16;*;0;0;0;0;0;0;0;0;no;no;45.jpg
0;8;0;16;24;0;0;36;0;0;38;0;0;no;yes;48.jpg
0;8;0;16;24;0;0;36;0;0;38;0;0;no;yes;48.jpg
0;8;0;16;*;*;0;0;0;0;0;0;0;no;no;49.jpg
1;0;0;22;24;0;0;0;0;0;0;0;0;no;no;50.jpg
3;0;12;16;24;0;0;0;0;0;0;0;0;no;no;51.jpg
0;0;12;16;*;*;0;0;0;0;0;0;0;no;no;52.jpg
1;0;0;20;24;29;0;0;0;0;0;0;0;no;no;53.jpg
*;*;12;16;24;0;0;0;0;0;0;0;0;no;no;54.jpg
3;0;13;16;*;0;0;34;0;0;0;0;0;yes;no;55.jpg
3;0;13;16;*;0;0;0;0;0;0;0;41;no;yes;55.jpg
3;0;13;16;*;0;0;34;0;0;0;0;0;yes;no;55.jpg
*;*;13;16;*;*;*;0;0;*;0;0;*;*;*;56.jpg
0;8;0;16;0;0;0;0;0;0;0;0;0;no;no;57.jpg
*;*;13;19;*;*;0;*;0;0;0;0;0;*;no;58.jpg
0;8;0;16;24;0;0;0;0;0;0;0;0;no;no;59.jpg
0;11;0;16;24;0;0;0;0;0;0;0;0;no;no;59.jpg
0;8;0;16;*;*;0;36;0;0;0;0;0;no;no;59.jpg
3;0;13;16;*;0;0;0;0;0;0;0;0;no;no;60.jpg
3;0;13;16;*;0;0;34;0;0;0;0;0;yes;no;60.jpg
3;0;13;16;24;0;0;0;0;0;0;0;42;no;yes;60.jpg
*;*;13;16;*;*;0;0;0;0;0;0;0;no;no;61.jpg
3;0;0;16;0;0;0;0;0;0;0;40;0;no;yes;62.jpg
0;11;0;*;*;*;*;*;0;0;0;0;0;*;no;64.jpg
*;*;*;16;24;0;*;*;*;*;*;0;*;*;*;64.jpg
0;8;0;16;*;*;0;0;0;0;0;0;0;no;no;64.jpg
0;7;0;16;*;*;0;0;0;0;*;0;0;no;*;66.jpg
*;*;13;16;24;0;0;0;0;0;0;0;0;no;no;67.jpg
*;*;13;16;*;*;*;*;*;*;*;*;*;*;*;68.jpg
3;0;13;16;24;0;0;0;0;0;0;0;0;no;no;69.jpg
*;*;13;16;24;0;0;0;0;0;0;0;0;no;no;69.jpg
*;*;12;16;24;0;0;0;0;0;0;0;0;no;no;69.jpg
*;*;12;16;24;0;0;0;0;0;0;0;0;no;no;70.jpg
3;*;*;16;25;0;0;0;0;0;0;0;42;no;yes;71.jpg
0;7;0;19;*;*;0;0;0;0;0;0;42;no;yes;72.jpg
0;7;0;20;*;*;0;0;0;0;0;0;42;no;yes;72.jpg
*;*;13;16;24;0;0;36;0;39;0;0;0;yes;no;73.jpg
3;0;12;16;*;0;0;0;0;0;0;0;0;no;no;74.jpg
3;0;12;16;24;0;0;0;0;0;0;0;0;no;no;74.jpg
*;*;12;20;*;*;0;*;0;0;0;0;*;*;*;75.jpg
*;*;13;16;*;0;0;0;0;0;0;0;0;no;no;76.jpg
*;*;12;16;*;0;0;0;0;0;0;0;0;no;no;77.jpg
3;0;0;16;*;0;0;0;0;0;0;0;0;no;no;78.jpg
0;11;0;16;24;0;0;*;*;0;0;0;*;*;*;79.jpg
*;*;12;19;*;0;0;*;*;0;0;0;0;*;no;80.jpg
*;*;12;16;25;0;0;0;0;0;0;0;42;no;yes;81.jpg
3;0;0;16;*;*;0;0;0;39;0;0;42;yes;yes;82.jpg
*;*;13;16;*;*;0;*;*;*;*;*;*;*;*;83.jpg
*;0;12;16;26;0;0;0;0;0;0;0;0;no;no;84.jpg
0;0;12;16;26;0;0;0;0;0;0;0;0;no;no;85.jpg
*;*;12;16;*;0;*;34;0;0;0;0;0;yes;no;86.jpg
*;*;12;16;*;*;0;0;0;0;0;0;0;no;no;87.jpg
*;*;13;16;*;*;0;0;0;0;0;0;0;no;no;88.jpg
*;*;12;16;*;*;0;0;0;0;0;0;0;no;no;89.jpg
3;*;12;*;*;*;0;0;0;*;*;*;0;*;*;90.jpg
0;*;12;17;*;0;0;0;0;0;0;0;0;no;no;91.jpg
*;*;12;17;25;0;0;0;37;39;0;0;0;yes;no;92.jpg
0;7;0;16;24;0;0;0;0;0;0;0;0;no;no;93.jpg
*;*;13;16;*;*;*;*;*;*;*;*;*;*;*;94.jpg
*;*;12;16;*;*;0;0;0;0;0;0;0;no;no;95.jpg
*;*;13;19;*;*;0;*;0;0;0;*;0;*;*;96.jpg
*;*;12;16;*;*;0;0;0;39;0;0;0;yes;no;97.jpg
*;*;12;16;*;*;0;0;0;39;0;0;0;yes;no;97.jpg
*;*;13;19;*;*;*;*;*;*;*;*;*;*;*;98.jpg
*;*;12;16;*;*;*;0;37;0;0;0;0;yes;no;99.jpg
0;8;0;16;0;0;0;0;0;0;0;0;0;no;no;100.jpg
0;8;0;16;*;0;0;0;0;0;0;0;0;no;no;100.jpg
0;8;0;16;*;*;0;0;0;0;*;0;0;no;*;100.jpg
1;0;0;20;*;*;0;36;0;0;0;0;0;no;no;101.jpg
*;*;13;16;24;0;0;0;37;0;0;0;0;yes;no;102.jpg
0;8;0;16;24;0;0;0;0;0;0;0;0;no;no;103.jpg
0;8;0;16;24;0;0;0;0;0;0;0;0;no;no;103.jpg
0;8;13;16;24;0;0;34;0;39;0;0;0;yes;no;104.jpg
0;7;0;16;*;0;0;0;0;0;0;0;0;no;no;106.jpg
0;7;0;16;*;0;0;0;0;0;*;0;0;no;*;107.jpg
0;7;0;16;24;0;0;0;0;0;0;0;0;no;no;108.jpg
*;7;0;*;*;*;0;0;0;0;0;0;0;no;no;109.jpg
0;7;0;16;0;0;0;0;0;0;0;0;0;no;no;110.jpg
1;0;0;16;0;0;0;0;0;0;0;0;0;no;no;110.jpg
0;8;0;20;24;0;0;*;*;0;0;0;*;*;*;113.jpg
0;11;0;20;24;0;0;0;*;0;0;0;0;*;no;113.jpg
0;11;0;16;25;0;0;0;0;0;0;0;0;no;no;113.jpg
0;11;0;16;*;*;0;0;0;0;0;0;0;no;no;114.jpg
*;*;13;16;24;0;0;0;0;0;0;0;0;no;no;115.jpg
0;*;12;16;*;0;0;0;37;39;*;0;0;yes;*;116.jpg
0;8;0;16;24;0;0;0;0;0;0;0;0;no;no;117.jpg
3;0;0;16;*;*;0;0;0;0;0;0;0;no;no;118.jpg
0;8;0;17;24;0;0;0;0;0;0;0;0;no;no;119.jpg
*;*;13;16;*;0;0;0;0;0;0;0;0;no;no;120.jpg
*;*;12;16;24;0;0;0;0;0;0;0;0;no;no;121.jpg
3;0;*;16;24;0;0;36;0;0;0;0;0;yes;no;122.jpg
*;8;0;22;*;*;*;0;0;39;0;0;0;yes;no;123.jpg
*;*;13;16;*;*;0;*;*;*;*;0;*;*;*;124.jpg
*;*;12;20;*;*;0;0;0;0;0;0;0;no;no;126.jpg
